Image_Path,Red Pixel Value,Green Pixel Value,Blue Pixel Value,Mean RGB Pixel,Detected Disease,Encoded_Labels
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (355).jpg,199.63518751309448,129.96836371254975,147.93897967735177,159.18084363433198,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (285).PNG,212.2660738655383,192.6082148160228,192.40822168244515,199.09417012133542,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (832).PNG,226.32848232848232,157.28108108108108,131.2094941094941,171.60635250635252,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (190).PNG,169.16279677250827,153.42465316073606,141.25004353630928,154.61249782318453,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (574).PNG,177.13674812030075,134.19313909774436,100.43776106934001,137.2558827624617,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (548).PNG,142.4014447884417,139.359391124871,133.1609907120743,138.30727554179566,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (109).PNG,207.48663071564994,186.72722166048757,178.82883945624087,191.01423061079277,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Healthy\Healthy (355).jpg,164.41840208516183,147.12449799196787,174.179721091873,161.90754038966756,Healthy,1
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Healthy\Healthy (133).jpg,161.97845256450694,145.85180900992123,159.11743098525963,155.64923085322926,Healthy,1
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (622).PNG,220.94370062926765,193.3697282099344,166.18068014459766,193.49803632793325,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (513).PNG,140.3313003452244,107.44867663981589,94.85408515535097,114.2113540467971,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (269).PNG,205.60959215607681,177.05305593882727,168.77952070052646,183.81405626514353,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (634).PNG,189.30700227607443,177.85212210469942,159.82360423082073,175.6609095371982,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (29).jpg,218.12412464985994,165.812675070028,155.5175945378151,179.81813141923433,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (399).PNG,154.2527882996633,100.25789141414141,76.51720328282828,110.34262766554434,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (354).PNG,239.64466760005794,225.88033280226588,230.6922222758654,232.0724075593964,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (49).PNG,185.01105894627023,129.58578508085552,114.19115805946792,142.92933402886456,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (455).PNG,110.08918482647296,109.33333333333333,104.42171105730428,107.94807640570353,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (100).PNG,203.35595380326563,154.5374751095181,116.08880923934687,157.99407938404354,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (123).PNG,234.83015017039284,175.16250983035613,153.9556604126877,187.98277347114558,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Bluish nail\Blue Nail (167).PNG,150.94072398190045,136.53076923076924,145.21640271493212,144.2292986425339,Bluish nail,0
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (324).PNG,102.49651788540677,71.67837923393479,57.29075656853435,77.15521789595864,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (341).PNG,224.94075072376958,180.58919836278326,156.70555056404112,187.41183321686466,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Healthy\Healthy (220).jpg,180.04315410657273,168.57613811516018,194.25249091709787,180.95726104627693,Healthy,1
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (863).PNG,160.70224507713533,118.96017810109119,98.69766712655212,126.12003010159287,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (569).PNG,187.5377506265664,148.02756892230576,111.94418337510443,149.1698343079922,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Healthy\Healthy (229).jpg,176.66213628077625,165.26635438539816,209.3091507641661,183.74588047678017,Healthy,1
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (18).jpg,159.00311235605352,127.75861455693388,116.97069939086745,134.57747543461826,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (398).PNG,147.73690025252526,96.53335437710437,73.82207491582491,106.0307765151515,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Healthy\Healthy (84).jpg,169.46267017744384,153.99852112601982,180.39720563641018,167.95279897995795,Healthy,1
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (102).PNG,248.94559936280368,221.0884109916368,189.50541616885704,219.84647550776583,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (171).PNG,190.96662216288385,188.42656875834447,188.54861554536484,189.31393548886436,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (501).PNG,147.33164556962026,113.89033371691599,104.42497123130035,121.88231683927887,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (355).PNG,208.40439981332176,193.16537118395854,199.68449765847535,200.41808955191857,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (96).PNG,202.82381521306252,166.115770609319,144.55985663082438,171.1664808177353,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Healthy\Healthy (384).jpg,188.60438671237674,170.75486660193278,200.9880737702211,186.7824423615102,Healthy,1
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (326).PNG,130.4175568700156,95.13666460669198,113.47767870280451,113.01063339317069,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (450).PNG,174.62565353781807,148.4740327640293,142.83002207505518,155.30990279230085,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (723).PNG,158.0818315018315,150.59007326007327,147.5462271062271,152.07271062271062,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (401).PNG,109.94849537037037,68.47685185185185,50.8113952020202,76.41224747474747,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (58).PNG,212.66814018319394,156.06240541616884,118.93512544802867,162.55522368246383,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (756).PNG,137.3798901098901,128.8393772893773,126.26714285714286,130.82880341880343,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (173).PNG,191.74117758514518,135.1361612429539,109.38553360807163,145.42095747872358,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (124).PNG,216.13087155710107,187.093724126511,173.58055969531378,192.26838512630863,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (268).PNG,207.1387425938117,171.09060236998025,144.09035549703754,174.1065668202765,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (173).jpg,221.06770833333334,166.79810049019608,144.78676470588235,177.55085784313727,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (93).PNG,182.04581095731538,151.40547865769105,141.86830295237374,158.43986418912672,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Bluish nail\Blue Nail (104).PNG,163.60841296928328,127.49452218430034,109.46805460750853,133.52366325369738,Bluish nail,0
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (50).jpg,189.24742063492064,153.26785714285714,130.68551587301587,157.7335978835979,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (386).PNG,241.39556478218188,224.6068652537054,231.76309564041907,232.58850855876878,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (781).PNG,222.7182511239982,176.81286244868704,156.6209031080993,185.3840055602615,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Bluish nail\Blue Nail (20).PNG,168.40757520840884,144.79045346542628,136.3635878538923,149.85387217590915,Bluish nail,0
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (112).PNG,83.44793468858131,66.50665008650519,65.34358780276817,71.76605752595155,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (198).jpg,194.41401869158878,138.57179269328802,114.52022090059474,149.1686774284905,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Bluish nail\Blue Nail (92).PNG,131.5232252559727,103.46216723549487,89.59861774744027,108.19467007963596,Bluish nail,0
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (249).PNG,194.37439298455155,166.26430513428988,134.83016139931794,165.15628650605314,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (219).jpg,174.00570425625276,128.97060114085124,117.71259324265029,140.22963287991809,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Healthy\Healthy (253).jpg,165.4884243083055,157.87059252357412,186.7223753569549,170.0271307296115,Healthy,1
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (257).PNG,170.23777718407695,145.64522009712246,125.70198488158287,147.19499405426077,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (405).PNG,132.20686026936028,85.59943181818181,65.83212331649831,94.54613846801347,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (88).jpg,209.4412915851272,129.6552511415525,101.51011089367253,146.86888454011742,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (191).jpg,163.08816067653277,101.52758985200846,118.50084566596195,127.7055320648344,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (317).PNG,156.45760266370698,128.27524972253053,110.2764705882353,131.66977432482426,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Healthy\Healthy (327).jpg,184.59068220938758,171.13008990781802,210.34930343986605,188.6900251856906,Healthy,1
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (344).PNG,164.37408069006582,153.27541479586088,157.68658974235183,158.4453617427595,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (4).PNG,230.90437158469945,202.81705373406194,190.4162568306011,208.0458940497875,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (63).PNG,155.41469379522476,132.26534805738345,125.68841237425308,137.7894847422871,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (371).PNG,207.6581856804905,194.7846762902525,200.83351840229165,201.09212679101154,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (8).PNG,159.1741602436007,135.8586925492435,131.35914454277287,142.130665778539,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (635).PNG,175.29301111259875,153.37669031998928,131.74293747489625,153.47087963582808,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (336).PNG,179.42192695918308,141.95279715134927,155.191018510344,158.8552475402921,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (199).PNG,202.29944735311227,172.6982499515222,154.21347197983323,176.40372309482257,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (164).jpg,164.19720179738562,124.89082924836602,107.1359272875817,132.07465277777777,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (155).jpg,160.81627725856697,150.3133956386293,145.3088785046729,152.14618380062305,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (352).jpg,167.83529202279203,140.35318732193733,101.8991274928775,136.69586894586897,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (753).PNG,161.35619047619048,150.446336996337,145.73058608058608,152.51103785103786,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (320).jpg,162.23117117117118,104.78621621621622,101.46882882882883,122.82873873873875,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (32).PNG,148.8824572425829,114.65086212914485,91.6360907504363,118.38980337405468,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (586).PNG,200.79341317365268,170.1592225385295,149.320801020909,173.42447891103038,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (256).PNG,175.7524184659025,135.15649305100555,122.20827712728646,144.3723962147315,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (77).PNG,139.4156266545647,117.72841187000479,111.4188916622545,122.85431006227468,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (446).PNG,165.25423728813558,165.60613397901534,157.61380145278451,162.82472423997848,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (339).PNG,138.6418423973363,109.67114317425083,96.03862375138735,114.78386977432483,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Healthy\Healthy (21).jpg,140.88851479016472,117.99368557916301,117.7971546648528,125.5597850113935,Healthy,1
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Healthy\Healthy (120).jpg,161.14609427912418,144.96579504497038,160.71045425051744,155.60744785820398,Healthy,1
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Healthy\Healthy (249).jpg,179.27873270929206,169.58445617446867,206.29498496655,185.05272461677023,Healthy,1
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Bluish nail\Blue Nail (188).PNG,95.41220318143395,67.41412433720126,63.468454622300776,75.43159404697866,Bluish nail,0
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (117).jpg,137.9495928226363,96.94605935127674,85.27423050379572,106.72329422590292,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (259).PNG,179.9285984074739,150.90614425233753,142.5168618140614,157.7838681579576,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Healthy\Healthy (165).jpg,177.23427209301627,159.9217249371004,195.57351513347942,177.57650405453205,Healthy,1
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (4).PNG,212.24917521994135,127.91414268695014,110.88841413123167,150.35057734604106,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (163).PNG,88.19079696394687,77.07447817836812,70.99165085388994,78.75230866540164,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (274).PNG,197.84133742464957,183.2901808410197,156.46377732587698,179.19843186384875,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (262).jpg,156.7147465437788,101.04815668202765,73.14930875576037,110.30407066052227,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (396).PNG,117.66025409983781,104.20107226527303,98.52027392322941,106.79386676278007,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (267).PNG,242.36667661988653,203.81149125426285,166.53125049111281,204.23647278842074,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (233).PNG,151.22886643302792,122.91788593610033,102.19611510112995,125.44762249008606,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (213).PNG,153.49378491620112,135.73696461824954,127.49243482309124,138.90772811918063,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (680).PNG,153.23294807659133,130.95804726582716,119.3544247024323,134.51514001495025,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Healthy\Healthy (14).jpg,163.56737114670088,139.8070488765906,136.95246928238592,146.77562976855916,Healthy,1
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (20).PNG,181.02380322665962,139.14099738458373,133.3343912545182,151.16639728858718,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (54).PNG,203.15916597332526,174.57309078990494,166.79852759498777,181.51026145273931,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (34).jpg,143.2690114534466,107.05891382443684,100.401962723469,116.9099626671175,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (31).PNG,246.1839936247723,222.14870218579236,205.43806921675775,224.59025500910744,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (250).jpg,190.9771578356113,153.8369219247332,101.61598951507209,148.81002309180553,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (477).PNG,130.79297820823246,134.363599677159,133.38983050847457,132.84880279795533,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (115).PNG,99.53464532871972,81.32484861591695,81.1451124567474,87.33486880046136,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (9).PNG,121.60222190503379,98.94609382434103,92.80174136454468,104.45001903130651,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Healthy\Healthy (295).jpg,173.48659966499162,164.17395911417123,187.89507620977818,175.18521166298032,Healthy,1
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Bluish nail\Blue Nail (154).PNG,149.48496240601503,98.02842105263159,97.24654135338346,114.91997493734335,Bluish nail,0
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (214).PNG,109.26627680311891,93.69863547758284,87.70760233918129,96.89083820662768,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (357).PNG,203.77893110606865,182.5230531550234,188.87075749529282,191.7242472521283,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (207).PNG,101.14285714285714,85.87010368663594,77.97753456221199,88.33016513056835,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (444).PNG,112.30952380952381,114.95197740112994,112.43381759483455,113.23177293516277,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (220).PNG,160.6701754385965,130.7352826510721,118.52943469785575,136.64496426250813,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (62).PNG,191.71326164874552,158.25599362803663,136.77307845479888,162.24744457719368,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (323).PNG,184.9860715416271,123.40788224121557,95.80041152263375,134.73145510182547,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (116).PNG,251.36432236078343,220.26043890199603,204.39074261318953,225.33850129198967,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (338).PNG,90.63041065482797,73.03096559378469,66.91564927857935,76.859008509064,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (78).PNG,173.85680609131936,153.13565539671734,148.69181605022314,158.56142584608662,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Bluish nail\Blue Nail (36).PNG,197.4363899963755,147.68267488220368,131.09022995449237,158.73643161102385,Bluish nail,0
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (145).PNG,182.44836814930605,148.58071621429588,128.5919899578419,153.2070247738146,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (511).PNG,134.17176870748298,126.69659863945579,123.72619047619048,128.19818594104308,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (767).PNG,202.93099628591906,146.64436046132795,123.44393040985209,157.67309571903306,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (464).PNG,113.59483454398709,116.27481840193704,112.9313962873285,114.26701641108421,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (475).PNG,201.95803066989507,200.41242937853107,190.2687651331719,197.54640839386602,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (27).PNG,179.05019895287958,141.5953856893543,119.1477207678883,146.5977684700407,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (44).jpg,226.7204365079365,175.51170634920635,141.4621031746032,181.23141534391536,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (74).PNG,154.9535083074906,129.6390464664801,122.58877291178176,135.72710922858417,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (33).PNG,203.1019353369763,149.8464253187614,138.2799408014572,163.7427671523983,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (456).PNG,87.09160613397901,86.13599677158999,83.39265536723164,85.54008609093354,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Healthy\Healthy (70).jpg,136.0223926904815,120.0893850385029,112.91917386055643,123.0103171965136,Healthy,1
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (79).PNG,247.04113898845083,217.4347272003186,188.24930306650737,217.5750564184256,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (368).PNG,246.7438345574024,193.35249323540782,171.68357170467723,203.92663316582914,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (88).PNG,195.24551539491299,162.0814079848807,129.16150878021892,162.16281072000422,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Healthy\Healthy (356).jpg,170.03781128930734,152.92091988262098,188.1474418645886,170.36872434550563,Healthy,1
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (254).PNG,194.07261178900956,127.73580717022146,105.91181753012002,142.573412163117,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (1).jpg,151.78510496817708,99.38407903486274,89.32292201006935,113.49736867103638,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Healthy\Healthy (35).jpg,205.99138781009617,183.53439059144242,179.47303843307319,189.6662722782039,Healthy,1
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (184).PNG,119.79326923076923,100.91564685314685,88.18419080919081,102.96436896436897,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (658).PNG,168.4016560289805,153.4623770915991,145.04226323960668,155.6354321200621,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (60).PNG,202.3720430107527,159.14651533253684,130.14970131421745,163.88941988583565,Yellow Nail,4
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (317).PNG,125.31961978752832,90.7440628586563,110.23395426856185,108.76587897158215,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Healthy\Healthy (179).jpg,172.00122448979593,161.60202958247518,185.287463021906,172.9635723647257,Healthy,1
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (316).PNG,92.92132368088049,71.99542391336335,82.82031135046056,82.5790196482348,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Splinter Hemmorrage\Splinter Hemmorrage (46).PNG,157.29385075264224,124.73717572328387,124.13139212127682,135.3874728657343,Splinter Hemmorrage,2
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (473).PNG,151.43422114608555,149.3050847457627,139.88418079096044,146.87449556093623,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (710).PNG,140.87391941391942,125.25673992673993,118.14274725274726,128.09113553113554,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Healthy\Healthy (49).jpg,212.83055192448504,174.58397514600608,168.82336081652232,185.41262929567117,Healthy,1
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\White Nail\White Nail (694).PNG,174.11416249784372,138.30864240124203,120.11357598757978,144.1787936288885,White Nail,3
C:\Users\RISHI PANDE\Documents\Prediction\train_Nails\Yellow Nail\yellow nail (432).PNG,187.1894421926269,133.3116837161423,108.46712346393875,142.98941645756932,Yellow Nail,4
